ID,text,label,Depression,Alcohol,Suicide,Drugs
TW5OZ0FT, i feel like i can't handle my thoughts,0,1,0,0,0
TI7ZV4JN, what are the effects of alcohol on the liver,1,0,1,0,0
SODQJHO6, i feel like nothing mattered and everything was a mess now i feel like things matter,0,1,0,0,0
E5CV0MKI, i cannot raise money for my education,0,1,0,0,0
WYHWQWGQ, my relatives deny me … i wonder if i am part of my family ? ,0,1,0,0,0
PU0V70X8, how can one avoid depression ? ,0,1,0,0,0
QAA28H63, how can i overcome stress,0,1,0,0,0
PXYR9D4W, how do i make it go away ? ,2,0,0,1,0
9XGSA7NA, what are the causes of depression ? ,0,1,0,0,0
I7DEVJAV, is taking alcohol bad ? ,1,0,1,0,0
0HK6V5IQ, i am bored,0,1,0,0,0
5U9CA7JB, what is the cure for depression,0,1,0,0,0
JG53WKEQ, how can i feel betteer about myself,0,1,0,0,0
WV139P3G, whats the meaning of life ? ,0,1,0,0,0
KTB98LYD, why did my close relatives betray me ? ,0,1,0,0,0
G56ZI56J, i feel very lonely that no one could understand,0,1,0,0,0
43COYA4O, what is the benefit of alcohol,1,0,1,0,0
ZVE1876W, should ii talk to my friends and peer counselor about my depression  ? ,0,1,0,0,0
1NYXESRZ, how can i be helped to heal from depression,0,1,0,0,0
RFP8XV4M, i went through female genital mutilation when young even though i consented,0,1,0,0,0
68SJ8EY6,  i feel like giving up in life,0,1,0,0,0
B2YVEKVV, how to get over depression,0,1,0,0,0
3PQMK4FM, how can i reduce my intake,1,0,1,0,0
F3UCEDHO, what are the causes of suicide,2,0,0,1,0
NNJL1HJH, why does one feel paranoid ? ,3,0,0,0,1
0RLWLLGO, how can i stop this addiction,1,0,1,0,0
5QW8WM9C, feelings of defeat ( post exams depression ) motivated to do betteer,0,1,0,0,0
U8PFW5XV, i feel like calling off the semester,0,1,0,0,0
VDCJVJSQ, i asked god to take away the feeling since it was so strong,2,0,0,1,0
QK0XURE8, what can i do to receive relief ? ,1,0,1,0,0
345EH7SW, i feel like giving up in life ,0,1,0,0,0
NWDQ09Y6, why is alcohol manufactured ? ,1,0,1,0,0
AQXE8YUQ, i feel a lot of stress,0,1,0,0,0
5MQ7A91J, how do i deal wwith  pessimistic thoughts,0,1,0,0,0
KVEYGOTJ, how to avoid and deal wwith the situation and how to respond to it,2,0,0,1,0
LH9R1DBT, what makes my girlfriend cheat on me even after sacrificing everything for her sake,2,0,0,1,0
2NXFMOKE, i feel overwhelmed wwith many thoughts to deal ,0,1,0,0,0
BJLZVXMC, i feel alone and unwanted by people around me,0,1,0,0,0
HSE1ZTR9, how to stop thinking about suicide,2,0,0,1,0
3PJWHC2U, i feel like my life was being wasted,0,1,0,0,0
SDPWD1PN, how to quit the habit,1,0,1,0,0
6O89B9EY, deferring from classes because of financial constraints,0,1,0,0,0
T7JBP0IC, how do i seek for assistance wwith depression ? ,0,1,0,0,0
1961MJ2S, i am dealing wwith  boredom,0,1,0,0,0
4OESQ1EK, is there any importance of living again ?  why live wwith no love from those who surround you ? ,2,0,0,1,0
X8O9GH1U, the way to stop addiction,1,0,1,0,0
LADM6UFA," how will i overcome it , i had an issue wwith my results and feel so depressed",0,1,0,0,0
QOFKBPUS, i was dumped and how long should i stay single or should i jump into another  relationship ? t,0,1,0,0,0
URI1V0R3, i feel heartbroken,0,1,0,0,0
M2JMY4OO, alcohol is caused by what issues and why ? ,1,0,1,0,0
G44KLZZ4, how can i  get rid of depression,0,1,0,0,0
JRZYO5O8, what is this i am experiencing i didn’t know it was depression,0,1,0,0,0
3M7810JM, can i get help ? ,2,0,0,1,0
MADILFL0, i asked if alcohol was a right solution to problems,1,0,1,0,0
2QC3W148, i feel hopeless and wanting to give up,0,1,0,0,0
WSAVYFFX," when someonee is depressed he/she feels down ,  discouraged and alone i feel out of this place ,  lonely and discouraged",0,1,0,0,0
SEBOGNIF, ways of distracting myself,2,0,0,1,0
HE9RC42N, why am i depressed ? ,0,1,0,0,0
I8ZPACQI, is suicide the solution ? ,2,0,0,1,0
DAYJJ61Y, i  feel so low and demotivated i am now okay and happy in life,0,1,0,0,0
RYJ3OZ9F, how could i deal wwith the situation that was disturbing me,0,1,0,0,0
8ABCNKW4, i am depressed because of the death of my uncle who provided for my basic needs,0,1,0,0,0
DY1JKMGM, is it really true that weed makes one mad ? ,3,0,0,0,1
JAN18LES, is it normal to feel depressed ? ,0,1,0,0,0
FCE44MSH, what is the meaning of life ? ,2,0,0,1,0
F8W8NSJJ, i have a feeling of emptiness and alone,0,1,0,0,0
Q5E4HDTA, how can i stop the drinking habit ? ,1,0,1,0,0
73NZU7G2, i want to give up,0,1,0,0,0
22RORUIT, i was feeling stressed and low .  how can i cope wwith the situation,0,1,0,0,0
S116D8SI, i take alcohol for stress management . ,1,0,1,0,0
JM5OPG3I, what are the causes of depression,0,1,0,0,0
PJLYRD1P, what are the coping mechanisms and prevention of depression,0,1,0,0,0
QQL0MAIX, how can i quit alcoholism,1,0,1,0,0
OMRH3DVV, is alcohol harmful to my health,1,0,1,0,0
9DNFBSL2," if one looses a close relative ,  what advice could she be given ? ",0,1,0,0,0
PTGL895A, is alcohol a good stress remover ? ,1,0,1,0,0
I3I44B31, i am lonely,0,1,0,0,0
6V3ZR95L, i lack interest in my life,0,1,0,0,0
X7MFCWB0, is little consumption harmful ?  owing the fact that i dont misbehave,1,0,1,0,0
DQG9CGRC,  financial i am okay,0,1,0,0,0
4UV2FRHD, what would i do to do away wwith my problems,1,0,1,0,0
TZ35PP65, how can i motivate myself,2,0,0,1,0
JOJHW6FC, is it possible for one to avoid taking bhang ? ,3,0,0,0,1
18GKJ3U8, what is the best way to avoid alcohol,1,0,1,0,0
ZTHQDLGP, i felt worthless and like i did not deserve to be alive,0,1,0,0,0
8CQ5NA5Z," i feel alone  , how can i get betteer ? ",0,1,0,0,0
6S0LACRA," i feel rejected , alone and frustrated i live one day at a time",0,1,0,0,0
D0P1CB0F,  i feel so low and i want to isolate myself ,0,1,0,0,0
BK5X5HHN,   why do young people use bhang ? ,3,0,0,0,1
S7MHCGJH, can bhang make you crazy ? ,3,0,0,0,1
UDSG21T6, i took the alcohol and i loved the feeling,1,0,1,0,0
NHTBS1LG, is it normal having depression ,0,1,0,0,0
CA0859HT, i feel alone,0,1,0,0,0
LBV4ISID, how do i stop taking alcohol ?  does alcohol have any other benefit to the body ? ,1,0,1,0,0
3933159G, i feel awful about my life,0,1,0,0,0
6X6OH52Q," feelings of being low , under the werather now i'm betteer",0,1,0,0,0
CUERB14Y, why should i quit bhang ? ,3,0,0,0,1
MF0708RN, how to deal wwith romantic relationships,0,1,0,0,0
Y3P3JZP1, what should i do when depressed ?  what can one do to reduce the feelings ? ,0,1,0,0,0
ZIPNKKK7, what causes suicidal thoughts ? ,2,0,0,1,0
KOORZYC0, i feel suicidal after a break up,0,1,0,0,0
DCPL2SXG," i have experienced , feel a heavy burden",0,1,0,0,0
HB8BVVJ8, why are drugs supplied to students ? ,3,0,0,0,1
4ZTPSBEF, how can i overcome stress to make my life more smooth,0,1,0,0,0
KH0NT5XD, i had two miscarriages,0,1,0,0,0
3QGFARA3," i feel lost , did not what to doi stay positive",0,1,0,0,0
MYPDFILX, what is the effect of not talking to someonee when feeling suicidal,2,0,0,1,0
FU6XHANF," i feel neglected , sad",0,1,0,0,0
84L7CK98, i am dealing wwith family issues,0,1,0,0,0
NIKN6HS2, is suicide really the best method of solving a problem,2,0,0,1,0
OSZQ8K2J, what can i do to avoid the shame from the village people,2,0,0,1,0
VG5P3433, how could i survive wwithout my friends,2,0,0,1,0
L6CVBCFS, this has been occuring quite often,0,1,0,0,0
EW1NTSYD, how to avoid negative peer pressure,1,0,1,0,0
R7L7Y1IG, how do i do away wwith alcohol ? ,1,0,1,0,0
GXWI7EJL, i am dealing wwith  a break up from my girlfriend and a parents death,0,1,0,0,0
PY1C5ZVD,  i feel like i hate myself and that all the choices i have made are awful ,0,1,0,0,0
ZV03WYKN, how do i improve on my performance,0,1,0,0,0
NQ7HK3NP, how to handle suicide and incidences of suicide to youths,2,0,0,1,0
PNR0M0CI, which is the best alcohol for me ? ,1,0,1,0,0
447QAS4Z, how to avoid alcoholism ? ,1,0,1,0,0
PTSOT6WO, how do i sought for help in wanting to commit suicide,2,0,0,1,0
X1F6M1BU, i failed exams i had an f,0,1,0,0,0
CN5UZZA0, i feel like i am nothing in the world [ ',0,1,0,0,0
YKET9W6S, how can i get back self worth ? ,2,0,0,1,0
8KUTQA8G, lack of financial support and relationship heartbreaks,0,1,0,0,0
XK6D0XGQ, what steps should one take when depressed,0,1,0,0,0
V00KVMET, i feel uncomfortable,0,1,0,0,0
HE9MDURK, i am really down wwith a lot of headaches,0,1,0,0,0
QCT744TT, why does someonee drink too much ? ,1,0,1,0,0
CI8NAQTY, will i be criticized for taking weed ? ,3,0,0,0,1
ZSF30K8E, what could be causes of stress and boredom,0,1,0,0,0
M1KNYEPT, how could i leave depression ? ,0,1,0,0,0
W0AUKZRT, how to overcome and how o utilize finances,1,0,1,0,0
0U0Y49QR, how can i seek guidance and counselling in our school,0,1,0,0,0
6IT1WAXZ, causes of depression  - how to control depression,0,1,0,0,0
7HSK66Q3, can i be helped ? ,2,0,0,1,0
09UQ1YVQ, i went bankrupt because of alcohol,1,0,1,0,0
FAU3TYWK, why is life is unfair,1,0,1,0,0
LTM0VOJQ, how can i come out of this behaviour,1,0,1,0,0
JZG8HMQ7, is taking alcohol harmful,1,0,1,0,0
TZGXQ1SQ, how can i stop using alcohol,1,0,1,0,0
3NQJBPAE, is it right to smoke weed in the name of doing it for the culture ? ,3,0,0,0,1
JBSV1NI3, relationship issues,0,1,0,0,0
LXE8Y8YR, ways in which one can do to control the thoughts of suicide,2,0,0,1,0
ZPPBDI79, feelings of unworthiness don't want to associate wwith people feeling things will not work out as expected,0,1,0,0,0
D62XN9BS, how should i avoid it,1,0,1,0,0
83YRGPF8, i feel that the world is coming to an end ,0,1,0,0,0
S6Z4BOS6, my hustle is not picking up,0,1,0,0,0
WAQY2UT3, how will i live wwithout depression ? ,0,1,0,0,0
UY04AGX9, what can i do to avoid loss of concentration in class through fantasizing in class and study times - on romance and pornographic issues,0,1,0,0,0
20JTA1GT, how can the addiction be avoided,3,0,0,0,1
B5R3WNYS, between bhang and cigarette which is more harmful ? ,3,0,0,0,1
5MXEJTEL," i feel so low ,  what can i do ? ",0,1,0,0,0
6FEFKN0F, i need to talk to a friend . ,2,0,0,1,0
4EHEFJ7J, how can i forgive myself from the past ? ,0,1,0,0,0
0QXYZFYQ, i feel like i am a nobody,0,1,0,0,0
NC74KWCJ, major steps taken to get rid of alcohol consumption,1,0,1,0,0
JQ7A9X4T, the world is out of control,0,1,0,0,0
R00OLRGP, loosing bets,0,1,0,0,0
1SYJ01MY, what are the effects of taking alcohol ? ,1,0,1,0,0
DEAG586I, i feel like giving up,0,1,0,0,0
LZGOZDYD, why is bhang prohibited yet it is just like any other drug ? ,3,0,0,0,1
7L4SAC5S, not experienced,0,1,0,0,0
73C44L96, i feel like crumbling down ,0,1,0,0,0
KB43N6AK,"  at home  , no one listens to me ,  my parents started neglecting and despising me , what can i do ? ",0,1,0,0,0
M0DT8TFB, is weed harmful ? ,3,0,0,0,1
20KAZ8T1," i feel bad , now am fine",0,1,0,0,0
C8VZAJWW, low self esteem,0,1,0,0,0
IO9JHGW7, is weed really going to give me the energy i needed ? ,3,0,0,0,1
Z6F1A8PK, i never sought any assistance,2,0,0,1,0
C2GBAI5D, how to stop alcohol intake,1,0,1,0,0
H35L8ZD9, how to deal wwith migraines,0,1,0,0,0
139DFUFL, is suicide the best remedy ? ,2,0,0,1,0
6SZ3EXJ3, i did not ask for any assistance at first but later and sought for assistance and it helped me in a good way,2,0,0,1,0
S6WK4NBL," i feel confused ,  how can  i overcome the problem ? ",0,1,0,0,0
ULID3I4V, how do i resist peer pressure ? ,3,0,0,0,1
MYHIEXZJ, i was just tired,2,0,0,1,0
0OSLJ1HL, where can i get money to be drinking daily ? ,1,0,1,0,0
XDD8ATSC, why is it so hard to stop being a weed addict ? ,3,0,0,0,1
LGAPCAYO,  i feel very low and at times ,0,1,0,0,0
KFPOMS0P, why am i alive ? ,2,0,0,1,0
69V3L12G, life is just hard,0,1,0,0,0
GVDXRQPY, how to become my old self again,2,0,0,1,0
IO4JHIQS, how can someonee stop it ? ,1,0,1,0,0
1DS3P1XO, i feel unworthy ,0,1,0,0,0
ORF71PVQ, i feel so discouraged wwith life,0,1,0,0,0
