ID,text,label,Depression,Alcohol,Suicide,Drugs
68SJ8EY6,i want to give up in life,0,1,0,0,0
B2YVEKVV,how to overcome depression,0,1,0,0,0
3PQMK4FM,how can i reduce my consumption,1,0,1,0,0
F3UCEDHO,what are the causes of suicide,2,0,0,1,0
NNJL1HJH,why do we feel paranoid?,3,0,0,0,1
0RLWLLGO,how can i stop this addiction,1,0,1,0,0
5QW8WM9C,feelings of defeat (depression after exams) motivated to bette,0,1,0,0,0
U8PFW5XV,I want to cancel the semester,0,1,0,0,0
VDCJVJSQ,I asked God to remove the feeling because it was so strong,2,0,0,1,0
QK0XURE8,what can i do to get relief?,1,0,1,0,0
345EH7SW,i want to give up in life,0,1,0,0,0
NWDQ09Y6,why is alcohol made?,1,0,1,0,0
AQXE8YUQ,I feel a lot of stress,0,1,0,0,0
5MQ7A91J,how to deal with pessimistic thoughts,0,1,0,0,0
KVEYGOTJ,how to avoid and manage the situation and how to respond to it,2,0,0,1,0
LH9R1DBT,which makes my girlfriend cheat on me even after sacrificing everything for her,2,0,0,1,0
2NXFMOKE,I feel overwhelmed by many thoughts to manage,0,1,0,0,0
BJLZVXMC,I feel lonely and unwanted by the people around me,0,1,0,0,0
HSE1ZTR9,how to stop thinking about suicide,2,0,0,1,0
3PJWHC2U,I feel like my life was wasted,0,1,0,0,0
SDPWD1PN,how to quit the habit,1,0,1,0,0
6O89B9EY,postponement of course due to financial constraints,0,1,0,0,0
T7JBP0IC,how to ask for help in case of depression?,0,1,0,0,0
1961MJ2S,i face boredom,0,1,0,0,0
4OESQ1EK,is it important to relive? why live without love for those around you?,2,0,0,1,0
X8O9GH1U,how to stop addiction,1,0,1,0,0
LADM6UFA,how am i going to overcome it i had a problem with my results and i feel so depressed,0,1,0,0,0
QOFKBPUS,i was dumped and how long should i stay single or should i jump into another relationship? t,0,1,0,0,0
URI1V0R3,my heart is broken,0,1,0,0,0
M2JMY4OO,alcohol is caused by what problems and why?,1,0,1,0,0
G44KLZZ4,how can i get rid of depression,0,1,0,0,0
JRZYO5O8,what do i live i didn't know it was depression,0,1,0,0,0
3M7810JM,can i get help?,2,0,0,1,0
MADILFL0,I asked if alcohol was a good solution to the problems,1,0,1,0,0
2QC3W148,i feel hopeless and want to give up,0,1,0,0,0
WSAVYFFX,"when someone is depressed, they feel depressed, discouraged and alone I feel out of this place, alone and discouraged",0,1,0,0,0
SEBOGNIF,ways to distract me,2,0,0,1,0
HE9RC42N,why am i depressed,0,1,0,0,0
I8ZPACQI,is suicide the solution?,2,0,0,1,0
DAYJJ61Y,i feel so low and unmotivated i am now good and happy in life,0,1,0,0,0
RYJ3OZ9F,how could I handle the situation that was bothering me,0,1,0,0,0
8ABCNKW4,I am depressed because of the death of my uncle who provided for my basic needs,0,1,0,0,0
DY1JKMGM,is it really true that grass drives you crazy?,3,0,0,0,1
JAN18LES,is it okay to feel depressed?,0,1,0,0,0
FCE44MSH,What is the meaning of life ?,2,0,0,1,0
F8W8NSJJ,I have a feeling of emptiness and alone,0,1,0,0,0
Q5E4HDTA,how can i stop drinking?,1,0,1,0,0
73NZU7G2,i want to give up,0,1,0,0,0
22RORUIT,I felt stressed and weak. how to deal with the situation,0,1,0,0,0
S116D8SI,I take alcohol for stress management.,1,0,1,0,0
JM5OPG3I,what are the causes of depression,0,1,0,0,0
PJLYRD1P,what are the coping mechanisms and prevention of depression,0,1,0,0,0
QQL0MAIX,how can i stop alcoholism,1,0,1,0,0
OMRH3DVV,is alcohol harmful to my health,1,0,1,0,0
9DNFBSL2,"if we lose a close relative, what advice could we give them?",0,1,0,0,0
PTGL895A,is alcohol a good stress reliever?,1,0,1,0,0
I3I44B31,I am alone,0,1,0,0,0
6V3ZR95L,i lack interest in my life,0,1,0,0,0
X7MFCWB0,is low consumption harmful? due to the fact that I don't behave badly,1,0,1,0,0
DQG9CGRC,financial I'm fine,0,1,0,0,0
4UV2FRHD,what would i do to eliminate my problems,1,0,1,0,0
TZ35PP65,how can i motivate myself,2,0,0,1,0
JOJHW6FC,is it possible for someone to avoid taking bhang?,3,0,0,0,1
18GKJ3U8,what is the best way to avoid alcohol,1,0,1,0,0
ZTHQDLGP,I felt worthless and like I didn't deserve to be alive,0,1,0,0,0
8CQ5NA5Z,"i feel alone, how can i get betteer?",0,1,0,0,0
6S0LACRA,"I feel rejected, alone and frustrated I live one day at a time",0,1,0,0,0
D0P1CB0F,I feel so low and I want to isolate myself,0,1,0,0,0
BK5X5HHN,why do young people use bhang?,3,0,0,0,1
S7MHCGJH,can bhang drive you crazy,3,0,0,0,1
UDSG21T6,I took alcohol and I loved the feeling,1,0,1,0,0
NHTBS1LG,is it normal to have depression,0,1,0,0,0
CA0859HT,I feel lonely,0,1,0,0,0
LBV4ISID,how to stop drinking alcohol? does alcohol have another benefit for the body?,1,0,1,0,0
3933159G,i feel bad about my life,0,1,0,0,0
6X6OH52Q,"feeling of being weak, under the werather now i am betteer",0,1,0,0,0
CUERB14Y,why should i leave bhang?,3,0,0,0,1
MF0708RN,how to manage romantic relationships,0,1,0,0,0
Y3P3JZP1,what should i do in case of depression? what can we do to reduce feelings?,0,1,0,0,0
ZIPNKKK7,what causes suicidal thoughts?,2,0,0,1,0
KOORZYC0,i feel suicidal after a breakup,0,1,0,0,0
DCPL2SXG,"I have known, I feel a heavy burden",0,1,0,0,0
HB8BVVJ8,why are drugs provided to students?,3,0,0,0,1
4ZTPSBEF,how can i overcome stress to make my life softer,0,1,0,0,0
KH0NT5XD,i had two miscarriages,0,1,0,0,0
3QGFARA3,"I feel lost, I don't know what to do, I stay positive",0,1,0,0,0
MYPDFILX,what is the effect of not talking to someone while feeling suicidal,2,0,0,1,0
FU6XHANF,"I feel neglected, sad",0,1,0,0,0
84L7CK98,I face family problems,0,1,0,0,0
NIKN6HS2,is suicide really the best method to solve a problem,2,0,0,1,0
OSZQ8K2J,what can i do to avoid the shame of the villagers,2,0,0,1,0
VG5P3433,how could i survive without my friends,2,0,0,1,0
L6CVBCFS,it happened quite often,0,1,0,0,0
EW1NTSYD,how to avoid negative peer pressure,1,0,1,0,0
R7L7Y1IG,how can i eliminate alcohol?,1,0,1,0,0
GXWI7EJL,I face a breakup with my girlfriend and the death of a parent,0,1,0,0,0
PY1C5ZVD,I feel like I hate myself and that all the choices I made are horrible,0,1,0,0,0
ZV03WYKN,how can i improve my performance,0,1,0,0,0
NQ7HK3NP,how to manage suicide and the incidence of suicide in young people,2,0,0,1,0
PNR0M0CI,what is the best alcohol for me?,1,0,1,0,0
447QAS4Z,how to avoid alcoholism?,1,0,1,0,0
PTSOT6WO,how to ask for help to commit suicide,2,0,0,1,0
X1F6M1BU,I failed the exams I had a f,0,1,0,0,0
CN5UZZA0,I feel like I am nothing in the world [',0,1,0,0,0
YKET9W6S,how can i recover the value of me?,2,0,0,1,0
8KUTQA8G,lack of financial support and relationship sorrows,0,1,0,0,0
XK6D0XGQ,what to do in case of depression,0,1,0,0,0
V00KVMET,I feel uncomfortable,0,1,0,0,0
HE9MDURK,i am really depressed with a lot of headache,0,1,0,0,0
QCT744TT,why does someone drink too much?,1,0,1,0,0
CI8NAQTY,will I be criticized for taking grass?,3,0,0,0,1
ZSF30K8E,what could be the causes of stress and boredom,0,1,0,0,0
M1KNYEPT,how can i leave depression?,0,1,0,0,0
W0AUKZRT,how to overcome and how to use finance,1,0,1,0,0
0U0Y49QR,how can i ask for advice and guidance in our school,0,1,0,0,0
6IT1WAXZ,causes of depression - how to control depression,0,1,0,0,0
7HSK66Q3,can i be helped?,2,0,0,1,0
09UQ1YVQ,I went bankrupt because of alcohol,1,0,1,0,0
FAU3TYWK,why life is unfair,1,0,1,0,0
LTM0VOJQ,how can i get out of this behavior,1,0,1,0,0
JZG8HMQ7,takes harmful alcohol,1,0,1,0,0
TZGXQ1SQ,how can i stop drinking alcohol,1,0,1,0,0
3NQJBPAE,is it fair to smoke weed in the name of doing it for cultivation?,3,0,0,0,1
JBSV1NI3,relationship issues,0,1,0,0,0
LXE8Y8YR,Ways to Control Suicidal Thoughts,2,0,0,1,0
ZPPBDI79,feelings of unworthiness don't want to associate with people who think things won't go as planned,0,1,0,0,0
D62XN9BS,how should i avoid it,1,0,1,0,0
83YRGPF8,I feel the world is coming to an end,0,1,0,0,0
S6Z4BOS6,my restlessness does not resume,0,1,0,0,0
WAQY2UT3,how will i live without depression?,0,1,0,0,0
UY04AGX9,what can I do to prevent loss of focus in class by fantasizing in class and during studies - on romantic and pornographic issues,0,1,0,0,0
20JTA1GT,how to avoid addiction,3,0,0,0,1
B5R3WNYS,between bhang and cigarette which is more harmful?,3,0,0,0,1
5MXEJTEL,"I feel so weak, what can I do?",0,1,0,0,0
6FEFKN0F,i need to talk to a friend.,2,0,0,1,0
4EHEFJ7J,how can i forgive myself from the past,0,1,0,0,0
0QXYZFYQ,I feel like I'm no one,0,1,0,0,0
NC74KWCJ,main steps taken to get rid of alcohol consumption,1,0,1,0,0
JQ7A9X4T,the world is out of control,0,1,0,0,0
R00OLRGP,lose bets,0,1,0,0,0
1SYJ01MY,what are the effects of alcohol consumption?,1,0,1,0,0
DEAG586I,I want to give up,0,1,0,0,0
LZGOZDYD,why is bhang banned and yet like any other medicine?,3,0,0,0,1
7L4SAC5S,not experienced,0,1,0,0,0
73C44L96,i want to fall apart,0,1,0,0,0
KB43N6AK,"at home, nobody listens to me, my parents started to neglect me and to despise me, what can I do?",0,1,0,0,0
M0DT8TFB,is the grass harmful?,3,0,0,0,1
20KAZ8T1,"I feel bad, now I'm fine",0,1,0,0,0
C8VZAJWW,low self esteem,0,1,0,0,0
IO9JHGW7,will the grass really give me the energy I need?,3,0,0,0,1
Z6F1A8PK,I never asked for help,2,0,0,1,0
C2GBAI5D,how to stop drinking,1,0,1,0,0
H35L8ZD9,how to deal with migraines,0,1,0,0,0
139DFUFL,is suicide the best remedy?,2,0,0,1,0
6SZ3EXJ3,I didn't ask for help at first but later and I asked for help and it helped me the right way,2,0,0,1,0
S6WK4NBL,"I feel confused, how can I overcome the problem?",0,1,0,0,0
ULID3I4V,how to resist peer pressure?,3,0,0,0,1
MYHIEXZJ,i was just tired,2,0,0,1,0
0OSLJ1HL,where can i get money to drink daily?,1,0,1,0,0
XDD8ATSC,why is it so difficult to stop being an addict?,3,0,0,0,1
LGAPCAYO,i feel very weak and sometimes,0,1,0,0,0
KFPOMS0P,why am i alive,2,0,0,1,0
69V3L12G,life is just difficult,0,1,0,0,0
GVDXRQPY,how to become my old self again,2,0,0,1,0
IO4JHIQS,how can someone stop it?,1,0,1,0,0
1DS3P1XO,i feel unworthy,0,1,0,0,0
ORF71PVQ,i feel so discouraged by life,0,1,0,0,0
